Timestamp,Pais,Código de participante,Ud es:,1. Entregaría recomendaciones de higiene oral a pacientes adultos,3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?,4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?,6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?,7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?,"8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?",9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?,"10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?",13. La higiene oral juega un rol causal en muchas enfermedades orales.,14. La persona promedio de mi país tiene buena salud oral.,15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral.,16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos.,17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes.,18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes.,"19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo.",20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos.,21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico.,22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.
08/01/14 05:36,Letonia,,Estudiante,cuando usted sienta que es necesario,No,8 minutos,No,Si,manual,no recomendaría,3 meses,recomendaría,Si,tamaño arveja ,Hilo o celillos interdentales – depende de situacion,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo
08/01/14 05:36,Letonia,,Estudiante,cuando usted sienta que es necesario,No,8 minutos,No,Si,manual,pequeño,1-3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo
08/04/14 11:35,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,medio,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
08/05/14 12:02,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
08/05/14 13:59,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
08/05/14 14:12,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo
08/05/14 14:14,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,no recomendaría,no recomendaría,no recomendaría,no recomendaría,Si,no recomendaría,no recomendaría,,,,,,,,,,
08/05/14 14:19,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,eléctrico,medio,3-6 meses,Stillman modificada (sin saber nombre),Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo
08/06/14 14:43,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
08/09/14 16:52,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,no recomendaría,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/10/14 04:20,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,no recomendaría,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
08/10/14 05:00,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,no recomendaría,pequeño,3 meses,recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo
08/10/14 05:10,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
08/10/14 05:16,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
08/10/14 06:32,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,Si,1-2 minutos,No,Si,no recomendaría,medio,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo
08/10/14 06:57,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,1-3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/10/14 07:01,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,,No,Si,manual,medio,no recomendaría,no recomendaría,Si,no recomendaría,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/10/14 07:10,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,5 minutos,Si,Si,no recomendaría,pequeño,3 meses,no recomendaría,Si,no recomendaría,hilo dental,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,
08/10/14 07:15,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,medio,1-3 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo
08/10/14 09:07,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,Si,Si,eléctrico,no recomendaría,3-6 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
08/10/14 10:14,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,eléctrico,pequeño,3 meses,no recomendaría,Si,no recomendaría,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,,,
08/10/14 10:22,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,1-3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
08/10/14 10:33,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,eléctrico,medio,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
08/10/14 10:45,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
08/10/14 11:07,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,1-3 meses,fones,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
08/10/14 11:30,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,no recomendaría,no recomendaría,no recomendaría,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/10/14 11:54,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,no recomendaría,no recomendaría,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
08/10/14 12:48,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,eléctrico,medio,1-3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
08/10/14 12:55,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,manual,no recomendaría,3 meses,no recomendaría,Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
08/10/14 13:23,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,no recomendaría,Solo technique,Si,no recomendaría,ambos,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/10/14 13:57,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,manual,no recomendaría,1-3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,,,Muy de acuerdo
08/10/14 14:04,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
08/10/14 14:25,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,manual,pequeño,3 meses,no recomendaría,Si,"muy poco, poco",hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
08/10/14 14:46,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,3 meses,Water pick,Si,no recomendaría,Hilo o celillos interdentales – depende de situacion,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo
08/10/14 14:53,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,no recomendaría,1-3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo
08/10/14 14:59,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,medio,3-6 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
08/10/14 15:36,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,Si,No,no recomendaría,pequeño,no recomendaría,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
08/10/14 16:55,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,eléctrico,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,cepillos interdentales,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
08/10/14 17:08,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,eléctrico,pequeño,3-6 meses,Solo technique,Si,"muy poco, poco",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
08/11/14 00:43,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,1-2 minutos,Si,Si,no recomendaría,medio,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/11/14 01:04,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
08/11/14 01:17,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,Si,Si,no recomendaría,medio,3 meses,Vertical,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo
08/11/14 02:45,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,manual,no recomendaría,3 meses y despues de alguna enfermedad,recomendaría,Si,tamaño arveja ,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/11/14 02:48,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,manual,medio,no recomendaría,no recomendaría,Si,no recomendaría,cepillos interdentales,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
08/11/14 02:51,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,No,eléctrico,medio,3 meses,no recomendaría,Si,no recomendaría,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo
08/11/14 02:57,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo
08/11/14 02:58,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,no recomendaría,medio,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
08/11/14 03:09,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,eléctrico,pequeño,3-6 meses,recomendaría,Si,"muy poco, poco",ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
08/11/14 03:22,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,No,Si,no recomendaría,pequeño,3-6 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
08/11/14 04:02,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,eléctrico,pequeño,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo
08/11/14 04:52,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
08/11/14 06:04,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,Si,Si,no recomendaría,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,,,En desacuerdo,De acuerdo
08/11/14 06:54,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3-6 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
08/11/14 07:15,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
08/11/14 08:02,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,no recomendaría,1-3 meses,no recomendaría,Si,no recomendaría,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
08/11/14 13:57,Letonia,,Estudiante,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo
08/11/14 14:31,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,Si,Si,manual,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
08/11/14 15:12,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3-6 meses,no recomendaría,Si,no recomendaría,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
08/11/14 19:30,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3-6 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo
08/12/14 02:48,Letonia,,Dentista,cuando usted sienta que es necesario,No,8 minutos,No,Si,manual,pequeño,3 meses,Vertical,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
08/12/14 03:00,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,1-2 minutos,Si,Si,no recomendaría,medio,1-3 meses,recomendaría,Si,recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo
08/12/14 03:50,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,eléctrico,medio,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo
08/12/14 04:57,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,5 minutos,Si,Si,manual,no recomendaría,3 meses,recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,
08/12/14 06:22,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,1-3 meses,recomendaría,Si,"muy poco, poco",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
08/12/14 08:02,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,1-2 minutos,No,Si,manual,medio,3 meses,no recomendaría,Si,no recomendaría,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
08/12/14 08:45,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
08/12/14 11:59,Letonia,,Dentista,cuando usted sienta que es necesario,,5 minutos,No,Si,manual,medio,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
08/12/14 12:16,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,manual,medio,3 meses,recomendaría,Si,recomendaría,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
08/12/14 14:18,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,eléctrico,pequeño,3 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo
08/12/14 15:44,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
08/12/14 17:08,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,Solo technique,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo
8/13/2014 2:22:34,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3-6 meses,recomendaría,Si,"muy poco, poco",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
